date,intersection_x,intersection_y,tangent_x,tangent_y
2019-02-28,0.08481263605283162,0.028106047,3.6924951425939985,0.5748972070000001
2019-03-31,3.7775188924041045,0.47670504199999664,3.7775188924041654,0.4767050420000001
2019-04-30,3.681627552982535,0.380277799,3.681627552982534,0.38027779899999997
2019-05-31,2.6922793047789417,0.21507339099999992,2.6922793047789444,0.21507339099999997
2019-06-30,1.7117645696620454,0.120109947,1.7117645696620456,0.120109947
2019-07-31,3.65171213439752,0.2990420846,3.6517121343975205,0.29904208460000004
2019-08-31,3.8326866655596263,0.26801260139999983,3.8326866655596343,0.2680126014
2019-09-30,4.941678895230558,0.12665083699999996,4.941678895230557,0.12665083699999993
2019-10-31,5.13105448953104,0.18622139399999932,5.131054489531041,0.18622139399999932
2019-11-30,4.8952515909440235,0.24287234399999985,4.895251590944023,0.2428723439999998
2019-12-31,3.4953698897913883,0.4675119039999999,3.4953698897913887,0.4675119039999999
2020-01-31,3.730104126600752,0.807520316,3.7301041266007524,0.8075203160000001
2020-02-29,3.7065258840109956,0.8430155259999996,3.706525884010999,0.8430155260000001
2020-03-31,3.718402579090365,0.847959979,3.7184025790903656,0.847959979
2020-04-30,3.708180135283615,0.851490449,3.7081801352836137,0.8514904489999998
2020-05-31,3.676918000724188,0.8974434049999938,3.676918000724245,0.8974434050000001
2020-06-30,3.7196735842141813,1.0185951660000003,3.719673584214179,1.0185951659999999
2020-07-31,3.766977670059302,1.1096826699999993,3.766977670059307,1.10968267
2020-08-31,3.8088048818111586,1.1894500639999892,3.8088048818112346,1.1894500640000003
2020-09-30,0.09449207427136647,0.09638239,3.855957143919862,1.33324001
2020-10-31,0.09585109169943637,0.09628983,3.8670359774830834,1.288854584
2020-11-30,0.09324977575746793,0.084217675,3.864274312109074,1.3207057490000003
2020-12-31,0.09540976592170354,0.084541164,3.8973194390927937,1.41821474
2021-01-31,0.09871857421563204,0.09251299,3.945378502553141,1.236629646
2021-02-28,4.241064494260699,0.8905245099999992,4.2410644942607085,0.8905245100000001
2021-03-31,4.138046542513074,0.7132415065999943,4.138046542513149,0.7132415066
2021-04-30,4.033236266053497,0.6127833971999999,4.033236266053496,0.6127833971999999
2021-05-31,3.9987806039879907,0.6541489009999977,3.998780603988023,0.654148901
2021-06-30,3.9042730309458142,0.737076512,3.904273030945814,0.737076512
2021-07-31,3.7664969739523357,0.492077557,3.7664969739523357,0.492077557
2021-08-31,3.8930593810410983,0.5145560828000001,3.8930593810410974,0.5145560828
2021-09-30,3.8057159943518135,0.59107873,3.8057159943518135,0.59107873
2021-10-31,3.682085744647351,0.5155079500000013,3.682085744647331,0.51550795
2021-11-30,3.7155719016079436,0.504873288000001,3.7155719016079263,0.504873288
2021-12-31,3.652433291883394,0.44385951,3.6524332918833933,0.4438595099999999
2022-01-31,3.557803576583869,0.40352111599999996,3.5578035765838694,0.403521116
2022-02-28,3.4013123818079896,0.3587898319999953,3.401312381807989,0.35878983199999526
2022-03-31,3.4384864994907227,0.38146803699998294,3.4384864994909146,0.38146803699999227
2022-04-30,3.4225221630756857,0.3726425019999935,3.422522163075686,0.37264250199999355
2022-05-31,3.413004166216244,0.34779352999999374,3.413004166216255,0.34779352999999424
2022-06-30,3.3901565468915735,0.3442604499999954,3.3901565468915744,0.34426044999999544
2022-07-31,3.318156675222632,0.32357544599999793,3.3181566752226326,0.32357544599999793
2022-08-31,3.390616417133835,0.3544615259999951,3.3906164171338395,0.3544615259999953
2022-09-30,3.357633029687653,0.351495963999996,3.3576330296876677,0.3514959639999968
2022-10-31,0.10952406360674931,0.031074507,3.2590846155085518,0.34356130499999893
2022-11-30,0.08914267852046973,0.03079759,3.279121026384928,0.3737166859999985
2022-12-31,0.11366449805190244,0.034965813,3.331640013147848,0.3982100729999973
2023-01-31,0.1145591446513918,0.036971442,3.2893673918143573,0.3789152619999984
2023-02-28,3.269514342299388,0.34945730799999886,3.269514342299387,0.34945730799999875
2023-03-31,3.2850076283000753,0.363007254999998,3.285007628300085,0.36300725499999853
2023-04-30,3.287192040242194,0.3642385239999984,3.2871920402421964,0.3642385239999985
2023-05-31,0.11318282855874393,0.03804981,3.339499807213485,0.38684875599999713
2023-06-30,3.3147292719845187,0.37551114799999685,3.3147292719845387,0.3755111479999979
2023-07-31,0.11319224684418046,0.037942953,3.3628342947941325,0.39276859699999633
2023-08-31,0.11361182868791403,0.038637348,3.406051114836066,0.4142121819999941
2023-09-30,0.11383458610867156,0.039105415,3.3814733178890535,0.39868044099999556
2023-10-31,0.11368312006730633,0.036618046,3.3539672583178057,0.40095339199999663
2023-11-30,0.11474361890525298,0.03612003,3.357254581654864,0.4265760899999963
2023-12-31,3.3440450731977007,0.3970000259999952,3.3440450731977345,0.39700002599999706
